,가맹점구분번호,기준년월,신규고객_비중_cleaned,재방문고객_비중_cleaned,유동인구고객_비중_cleaned,합계_3열,zero_sum_flag
161,00646B6673,202410,7.18,26.52,22.6,56.300000000000004,0
162,00646B6673,202411,6.12,26.35,26.1,58.57,0
163,00646B6673,202412,6.15,26.07,22.4,54.62,0
164,0074C4990A,202301,16.03,24.18,88.2,128.41,0
165,0074C4990A,202302,5.82,24.93,94.1,124.85,0
166,0074C4990A,202303,5.16,25.54,84.4,115.10000000000001,0
167,0074C4990A,202304,4.68,26.45,77.4,108.53,0
168,0074C4990A,202305,4.47,26.26,82.9,113.63000000000001,0
169,0074C4990A,202306,4.25,27.2,80.6,112.05,0
170,0074C4990A,202307,5.62,27.53,75.0,108.15,0
171,0074C4990A,202308,5.1,27.76,78.8,111.66,0
172,0074C4990A,202309,7.49,26.51,84.1,118.1,0
173,0074C4990A,202310,2.38,26.19,71.4,99.97,0
174,0074C4990A,202311,1.86,24.53,100.0,126.39,0
175,0074C4990A,202312,2.08,23.61,90.9,116.59,0
176,0074C4990A,202401,6.07,19.84,73.9,99.81,0
177,0074C4990A,202402,7.38,18.44,82.1,107.91999999999999,0
178,0074C4990A,202403,3.46,19.05,83.3,105.81,0
179,0074C4990A,202404,5.36,20.54,76.2,102.1,0
180,0074C4990A,202405,4.69,23.0,81.8,109.49,0
181,0074C4990A,202406,4.88,22.93,88.9,116.71000000000001,0
182,0074C4990A,202407,7.18,22.56,84.2,113.94,0
183,0074C4990A,202408,3.35,22.91,80.0,106.26,0
184,0074C4990A,202409,14.29,21.14,89.3,124.72999999999999,0
185,0074C4990A,202410,14.51,20.21,75.8,110.52,0
186,0074C4990A,202411,12.21,23.0,74.4,109.61000000000001,0
187,0074C4990A,202412,10.09,25.0,67.5,102.59,0
188,007BE37BA2,202301,5.95,4.77,79.6,90.32,0
189,007BE37BA2,202302,8.24,4.77,84.7,97.71000000000001,0
190,007BE37BA2,202303,5.61,4.62,86.4,96.63000000000001,0
191,007BE37BA2,202304,5.32,4.62,87.0,96.94,0
192,007BE37BA2,202305,5.36,4.98,84.8,95.14,0
193,007BE37BA2,202306,5.76,4.98,84.2,94.94,0
194,007BE37BA2,202307,3.89,5.21,78.3,87.39999999999999,0
195,007BE37BA2,202308,5.16,4.87,85.9,95.93,0
196,007BE37BA2,202309,9.29,4.35,87.5,101.14,0
197,007BE37BA2,202310,8.08,4.54,81.6,94.22,0
198,007BE37BA2,202311,8.08,5.07,88.8,101.95,0
199,007BE37BA2,202312,9.52,4.84,82.5,96.86,0
200,007BE37BA2,202401,7.35,4.41,79.6,91.36,0
201,007BE37BA2,202402,10.14,4.53,81.3,95.97,0
202,007BE37BA2,202403,8.96,4.61,78.0,91.57,0
203,007BE37BA2,202404,9.16,3.96,81.5,94.62,0
204,007BE37BA2,202405,7.76,3.71,81.7,93.17,0
205,007BE37BA2,202406,8.73,4.0,76.6,89.33,0
206,007BE37BA2,202407,6.68,4.43,77.8,88.91,0
207,007BE37BA2,202408,9.08,4.5,82.4,95.98,0
208,007BE37BA2,202409,7.59,4.51,79.8,91.89999999999999,0
209,007BE37BA2,202410,7.52,3.88,83.0,94.4,0
210,007BE37BA2,202411,6.22,3.72,83.8,93.74,0
211,007BE37BA2,202412,7.91,3.95,76.8,88.66,0
212,00803E9174,202402,0.0,0.0,0.0,0.0,1
213,00803E9174,202403,100.0,0.0,72.7,172.7,0
214,00803E9174,202404,36.84,15.79,88.9,141.53,0
215,00803E9174,202405,36.67,10.0,72.7,119.37,0
216,00803E9174,202406,18.92,13.51,55.6,88.03,0
217,00803E9174,202407,30.19,9.43,88.2,127.82000000000001,0
218,00803E9174,202408,30.26,10.53,88.0,128.79,0
219,00803E9174,202409,24.0,8.0,68.0,100.0,0
220,00803E9174,202410,11.5,7.08,76.9,95.48,0
221,00803E9174,202411,7.38,8.2,70.0,85.58,0
222,00803E9174,202412,19.21,8.61,81.3,109.12,0
223,0080644746,202301,8.29,6.93,73.8,89.02,0
224,0080644746,202302,7.79,6.58,72.5,86.87,0
225,0080644746,202303,9.39,6.56,77.0,92.95,0
226,0080644746,202304,6.96,6.86,77.6,91.41999999999999,0
227,0080644746,202305,7.71,7.41,75.9,91.02000000000001,0
228,0080644746,202306,6.34,6.83,78.6,91.77,0
229,0080644746,202307,7.36,6.86,76.3,90.52,0
230,0080644746,202308,5.93,7.26,69.8,82.99,0
231,0080644746,202309,8.78,6.84,74.4,90.02000000000001,0
232,0080644746,202310,7.82,6.55,70.4,84.77000000000001,0
233,0080644746,202311,8.47,6.43,69.6,84.5,0
234,0080644746,202312,2.36,6.64,69.2,78.2,0
235,0080644746,202401,0.0,6.63,0.0,6.63,0
236,0080644746,202402,0.0,6.37,0.0,6.37,0
237,0080644746,202403,0.0,6.56,0.0,6.56,0
238,0080644746,202404,0.0,6.3,0.0,6.3,0
239,0080644746,202405,0.0,5.97,0.0,5.97,0
240,0080644746,202406,0.0,6.0,0.0,6.0,0
241,0080644746,202407,0.0,5.56,0.0,5.56,0
242,0080644746,202408,0.0,5.78,0.0,5.78,0
243,0080644746,202409,0.0,5.32,0.0,5.32,0
244,0080644746,202410,0.0,4.5,0.0,4.5,0
245,0080644746,202411,0.0,3.7,0.0,3.7,0
246,0080644746,202412,0.0,0.0,0.0,0.0,1
247,00A2CF886A,202301,20.69,16.09,64.7,101.48,0
248,00A2CF886A,202302,18.69,14.02,78.9,111.61000000000001,0
249,00A2CF886A,202303,8.93,12.5,77.8,99.22999999999999,0
250,00A2CF886A,202304,4.27,11.97,100.0,116.24000000000001,0
251,00A2CF886A,202305,18.52,11.85,69.6,99.97,0
252,00A2CF886A,202306,4.41,10.29,66.7,81.4,0
253,00A2CF886A,202307,7.86,10.0,70.0,87.86,0
254,00A2CF886A,202308,5.76,10.07,62.5,78.33,0
255,00A2CF886A,202309,10.2,10.2,85.7,106.1,0
256,00A2CF886A,202310,14.91,9.32,60.9,85.13,0
257,00A2CF886A,202311,5.45,9.09,63.6,78.14,0
258,00A2CF886A,202312,5.59,9.32,100.0,114.91,0
259,00A2CF886A,202401,2.04,8.84,100.0,110.88,0
260,00A2CF886A,202402,6.62,8.09,77.8,92.50999999999999,0
261,00A2CF886A,202403,15.33,10.0,81.8,107.13,0
262,00A2CF886A,202404,3.33,10.0,40.0,53.33,0
263,00A2CF886A,202405,7.41,9.63,44.4,61.44,0
264,00A2CF886A,202406,7.86,12.14,62.5,82.5,0
265,00A2CF886A,202407,4.44,11.85,71.4,87.69,0
266,00A2CF886A,202408,3.79,11.36,80.0,95.15,0
267,00A2CF886A,202409,7.14,11.11,85.7,103.95,0
268,00A2CF886A,202410,7.27,12.73,83.3,103.3,0
269,00A2CF886A,202411,6.6,13.21,85.7,105.51,0
270,00A2CF886A,202412,15.65,11.3,64.7,91.65,0
271,00BC189C4B,202301,6.63,20.39,26.9,53.92,0
272,00BC189C4B,202302,7.33,20.8,48.7,76.83000000000001,0
273,00BC189C4B,202303,6.76,21.45,26.7,54.91,0
274,00BC189C4B,202304,7.52,22.1,41.9,71.52,0
275,00BC189C4B,202305,5.37,22.2,54.5,82.07,0
276,00BC189C4B,202306,4.32,22.3,28.0,54.620000000000005,0
277,00BC189C4B,202307,4.31,22.73,34.8,61.839999999999996,0
278,00BC189C4B,202308,4.09,21.63,18.2,43.92,0
279,00BC189C4B,202309,5.5,20.75,35.0,61.25,0
280,00BC189C4B,202310,5.03,20.37,37.9,63.3,0
281,00BC189C4B,202311,8.56,18.98,54.5,82.03999999999999,0
282,00BC189C4B,202312,9.92,20.11,39.0,69.03,0
283,00BC189C4B,202401,6.46,21.91,39.3,67.67,0
284,00BC189C4B,202402,6.36,21.68,43.5,71.53999999999999,0
285,00BC189C4B,202403,6.16,20.53,40.0,66.69,0
286,00BC189C4B,202404,5.21,18.1,25.0,48.31,0
287,00BC189C4B,202405,8.28,18.1,26.5,52.88,0
288,00BC189C4B,202406,7.83,17.77,40.6,66.2,0
289,00BC189C4B,202407,6.87,17.31,28.6,52.78,0
290,00BC189C4B,202408,5.6,17.4,22.7,45.7,0
291,00BC189C4B,202409,7.0,17.78,24.0,48.78,0
292,00BC189C4B,202410,12.81,17.17,45.2,75.18,0
293,00BC189C4B,202411,12.5,17.19,36.0,65.69,0
294,00BC189C4B,202412,9.38,17.71,29.2,56.290000000000006,0
295,00CEAAD71A,202301,11.36,14.39,38.9,64.65,0
296,00CEAAD71A,202302,9.49,15.33,57.9,82.72,0
297,00CEAAD71A,202303,8.28,17.24,64.7,90.22,0
298,00CEAAD71A,202304,8.22,15.07,60.0,83.28999999999999,0
299,00CEAAD71A,202305,8.05,16.78,55.0,79.83,0
300,00CEAAD71A,202306,11.8,16.15,38.5,66.45,0
301,00CEAAD71A,202307,5.19,16.23,77.8,99.22,0
302,00CEAAD71A,202308,10.49,15.43,61.1,87.02000000000001,0
303,00CEAAD71A,202309,7.36,14.11,56.3,77.77,0
304,00CEAAD71A,202310,5.63,16.25,50.0,71.88,0
305,00CEAAD71A,202311,10.12,14.29,38.1,62.51,0
306,00CEAAD71A,202312,8.94,15.08,57.9,81.92,0
307,00CEAAD71A,202401,10.38,13.66,72.7,96.74000000000001,0
308,00CEAAD71A,202402,4.52,14.12,30.0,48.64,0
309,00CEAAD71A,202403,13.68,14.21,56.7,84.59,0
310,00CEAAD71A,202404,10.45,14.93,70.0,95.38,0
311,00CEAAD71A,202405,6.97,15.42,63.2,85.59,0
312,00CEAAD71A,202406,6.32,15.26,15.4,36.98,0
313,00CEAAD71A,202407,4.69,15.63,46.2,66.52000000000001,0
314,00CEAAD71A,202408,4.89,16.85,36.4,58.14,0
315,00CEAAD71A,202409,7.49,17.11,36.8,61.4,0
316,00CEAAD71A,202410,3.26,17.93,66.7,87.89,0
317,00CEAAD71A,202411,8.24,19.78,40.9,68.92,0
318,00CEAAD71A,202412,6.15,19.55,42.9,68.6,0
319,00DA1813DE,202301,19.23,15.38,100.0,134.61,0
320,00DA1813DE,202302,3.85,19.23,100.0,123.08,0
321,00DA1813DE,202303,10.71,17.86,100.0,128.57,0
322,00DA1813DE,202304,3.57,17.86,0.0,21.43,0
323,00DA1813DE,202305,3.45,17.24,100.0,120.69,0
324,00DA1813DE,202306,0.0,18.52,100.0,118.52,0
325,00DA1813DE,202307,7.41,11.11,100.0,118.52,0
326,00DA1813DE,202308,0.0,13.64,0.0,13.64,0
327,00DA1813DE,202309,16.0,8.0,100.0,124.0,0
328,00DA1813DE,202310,4.35,8.7,100.0,113.05,0
329,00DA1813DE,202311,12.0,12.0,100.0,124.0,0
330,00DA1813DE,202312,8.7,8.7,100.0,117.4,0
331,00DA1813DE,202401,0.0,10.53,0.0,10.53,0
332,00DA1813DE,202402,0.0,5.56,0.0,5.56,0
333,00DA1813DE,202403,6.25,6.25,100.0,112.5,0
334,00DA1813DE,202404,0.0,6.67,0.0,6.67,0
335,00DA1813DE,202405,6.67,6.67,100.0,113.34,0
336,00DA1813DE,202406,6.67,6.67,100.0,113.34,0
337,00DA1813DE,202407,0.0,7.69,0.0,7.69,0
338,00DA1813DE,202408,0.0,7.69,0.0,7.69,0
339,00DA1813DE,202409,0.0,11.11,0.0,11.11,0
340,00DA1813DE,202410,0.0,12.5,0.0,12.5,0
341,00DA1813DE,202411,0.0,0.0,0.0,0.0,1
342,00DA1813DE,202412,25.0,0.0,100.0,125.0,0
343,00F54829E1,202301,8.84,28.22,59.3,96.36,0
344,00F54829E1,202302,7.73,28.47,57.7,93.9,0
345,00F54829E1,202303,9.69,28.68,55.6,93.97,0
346,00F54829E1,202304,8.62,28.45,55.2,92.27000000000001,0
347,00F54829E1,202305,8.92,28.49,56.8,94.21,0
348,00F54829E1,202306,9.44,30.09,57.1,96.63,0
349,00F54829E1,202307,7.8,30.8,55.4,94.0,0
350,00F54829E1,202308,7.8,30.92,53.3,92.02,0
351,00F54829E1,202309,7.86,30.97,48.7,87.53,0
352,00F54829E1,202310,4.79,31.02,58.0,93.81,0
353,00F54829E1,202311,5.08,31.47,44.6,81.15,0
354,00F54829E1,202312,4.83,32.89,54.0,91.72,0
355,00F54829E1,202401,6.41,32.66,50.4,89.47,0
356,00F54829E1,202402,5.69,34.25,53.0,92.94,0
357,00F54829E1,202403,6.85,34.04,53.9,94.78999999999999,0
358,00F54829E1,202404,7.98,34.53,54.1,96.61000000000001,0
359,00F54829E1,202405,8.1,36.2,52.0,96.30000000000001,0
360,00F54829E1,202406,6.84,36.52,50.3,93.66,0
361,00F54829E1,202407,10.32,35.44,54.1,99.86,0
362,00F54829E1,202408,11.52,34.36,48.5,94.38,0
363,00F54829E1,202409,8.84,32.97,50.9,92.71000000000001,0
364,00F54829E1,202410,6.82,32.82,46.2,85.84,0
365,00F54829E1,202411,4.74,33.24,42.5,80.48,0
366,00F54829E1,202412,5.76,33.18,52.8,91.74,0
367,00F733C995,202301,5.29,34.71,43.6,83.6,0
368,00F733C995,202302,6.48,36.11,52.2,94.79,0
369,00F733C995,202303,6.03,36.05,45.7,87.78,0
370,00F733C995,202304,5.46,34.42,46.1,85.98,0
371,00F733C995,202305,4.81,35.17,48.5,88.48,0
372,00F733C995,202306,5.17,35.37,39.4,79.94,0
373,00F733C995,202307,5.5,35.83,43.8,85.13,0
374,00F733C995,202308,5.42,37.83,41.3,84.55,0
375,00F733C995,202309,6.72,36.46,34.0,77.18,0
376,00F733C995,202310,4.13,36.56,44.3,84.99000000000001,0
377,00F733C995,202311,5.9,37.15,38.2,81.25,0
378,00F733C995,202312,8.65,37.54,38.8,84.99,0
379,00F733C995,202401,5.05,37.61,35.6,78.25999999999999,0
380,00F733C995,202402,4.86,38.51,32.6,75.97,0
381,00F733C995,202403,6.08,37.43,43.0,86.50999999999999,0
382,00F733C995,202404,4.65,38.88,39.3,82.83,0
383,00F733C995,202405,7.17,38.03,38.8,84.0,0
384,00F733C995,202406,6.3,36.85,46.9,90.05,0
385,00F733C995,202407,6.47,37.85,38.0,82.32,0
386,00F733C995,202408,7.8,36.73,34.2,78.72999999999999,0
387,00F733C995,202409,5.49,35.61,33.8,74.9,0
388,00F733C995,202410,6.42,35.39,39.3,81.11,0
389,00F733C995,202411,5.86,35.29,39.0,80.15,0
390,00F733C995,202412,6.63,36.55,53.2,96.38,0
391,00FDB35E9C,202301,4.85,35.24,50.0,90.09,0
392,00FDB35E9C,202302,7.73,35.41,34.9,78.03999999999999,0
393,00FDB35E9C,202303,5.87,35.22,47.5,88.59,0
394,00FDB35E9C,202304,7.28,35.12,52.9,95.3,0
395,00FDB35E9C,202305,7.74,35.91,49.3,92.94999999999999,0
396,00FDB35E9C,202306,5.84,37.88,33.3,77.02,0
397,00FDB35E9C,202307,5.21,37.96,47.3,90.47,0
398,00FDB35E9C,202308,4.48,37.22,46.5,88.2,0
399,00FDB35E9C,202309,6.07,37.53,42.0,85.6,0
400,00FDB35E9C,202310,5.37,36.68,33.3,75.35,0
401,00FDB35E9C,202311,4.09,36.3,35.0,75.39,0
402,00FDB35E9C,202312,7.0,35.27,34.6,76.87,0
403,00FDB35E9C,202401,8.06,33.89,44.6,86.55000000000001,0
404,00FDB35E9C,202402,7.8,32.62,40.7,81.12,0
405,00FDB35E9C,202403,8.58,33.64,37.1,79.32,0
406,00FDB35E9C,202404,8.53,33.41,31.1,73.03999999999999,0
407,00FDB35E9C,202405,5.74,34.21,28.3,68.25,0
408,00FDB35E9C,202406,6.44,33.91,30.6,70.94999999999999,0
409,00FDB35E9C,202407,5.75,32.0,33.3,71.05,0
410,00FDB35E9C,202408,4.55,32.58,31.0,68.13,0
411,00FDB35E9C,202409,11.19,33.33,31.9,76.41999999999999,0
412,00FDB35E9C,202410,6.75,34.7,39.6,81.05000000000001,0
413,00FDB35E9C,202411,7.51,36.38,25.0,68.89,0
414,00FDB35E9C,202412,6.51,34.19,26.6,67.3,0
415,011E53BB76,202301,4.74,44.07,43.6,92.41,0
416,011E53BB76,202302,5.04,44.37,44.9,94.31,0
417,011E53BB76,202303,5.58,44.3,44.2,94.08,0
418,011E53BB76,202304,5.59,44.3,44.9,94.78999999999999,0
419,011E53BB76,202305,5.99,43.84,43.5,93.33000000000001,0
420,011E53BB76,202306,5.46,43.92,44.1,93.48,0
421,011E53BB76,202307,5.18,43.68,42.1,90.96000000000001,0
422,011E53BB76,202308,6.03,44.0,40.3,90.33,0
423,011E53BB76,202309,5.54,43.89,43.9,93.33,0
424,011E53BB76,202310,6.0,44.32,44.6,94.92,0
425,011E53BB76,202311,5.78,43.71,40.3,89.78999999999999,0
426,011E53BB76,202312,5.56,44.14,41.8,91.5,0
427,011E53BB76,202401,4.98,43.6,40.6,89.18,0
428,011E53BB76,202402,4.62,44.1,43.4,92.12,0
429,011E53BB76,202403,5.77,43.1,45.1,93.97,0
430,011E53BB76,202404,5.54,43.49,39.9,88.93,0
431,011E53BB76,202405,5.81,43.33,38.5,87.64,0
432,011E53BB76,202406,5.58,43.31,42.3,91.19,0
433,011E53BB76,202407,6.13,42.33,42.8,91.25999999999999,0
434,011E53BB76,202408,5.83,42.0,41.8,89.63,0
435,011E53BB76,202409,5.82,42.0,37.4,85.22,0
436,011E53BB76,202410,5.54,42.31,40.4,88.25,0
437,011E53BB76,202411,5.86,42.32,38.2,86.38,0
438,011E53BB76,202412,4.55,42.79,41.4,88.74,0
439,012A64A73B,202301,6.44,18.21,58.1,82.75,0
440,012A64A73B,202302,6.4,17.07,58.1,81.57,0
441,012A64A73B,202303,6.48,16.84,33.3,56.62,0
442,012A64A73B,202304,8.76,15.72,52.9,77.38,0
443,012A64A73B,202305,8.0,15.73,46.9,70.63,0
444,012A64A73B,202306,4.95,15.66,46.4,67.00999999999999,0
445,012A64A73B,202307,7.9,15.8,34.4,58.1,0
446,012A64A73B,202308,6.32,16.21,37.9,60.43,0
447,012A64A73B,202309,9.54,15.8,51.3,76.64,0
448,012A64A73B,202310,5.22,17.68,46.9,69.8,0
449,012A64A73B,202311,6.73,17.54,54.5,78.77,0
450,012A64A73B,202312,5.67,17.01,50.0,72.68,0
451,012A64A73B,202401,7.99,17.46,45.2,70.65,0
452,012A64A73B,202402,5.12,18.07,52.4,75.59,0
453,012A64A73B,202403,8.13,17.17,51.7,77.0,0
454,012A64A73B,202404,9.06,17.22,52.9,79.18,0
455,012A64A73B,202405,9.31,19.52,57.5,86.33,0
456,012A64A73B,202406,5.72,19.58,53.6,78.9,0
457,012A64A73B,202407,7.51,19.52,60.6,87.63,0
458,012A64A73B,202408,3.43,19.31,28.6,51.34,0
459,012A64A73B,202409,5.86,17.92,45.8,69.58,0
460,012A64A73B,202410,7.79,18.18,54.3,80.27,0
461,012A64A73B,202411,5.72,19.87,55.6,81.19,0
462,012A64A73B,202412,8.36,19.73,51.4,79.49,0
463,014A6A2154,202310,100.0,100.0,100.0,300.0,0
464,014A6A2154,202311,66.67,66.67,66.7,200.04000000000002,0
465,014A6A2154,202312,50.0,50.0,75.0,175.0,0
466,014A6A2154,202401,33.33,44.44,33.3,111.07,0
467,014A6A2154,202402,25.0,33.33,33.3,91.63,0
468,014A6A2154,202403,0.0,33.33,0.0,33.33,0
469,014A6A2154,202404,14.29,28.57,33.3,76.16,0
470,014A6A2154,202405,17.65,23.53,33.3,74.47999999999999,0
471,014A6A2154,202406,5.56,22.22,50.0,77.78,0
472,014A6A2154,202407,10.0,20.0,0.0,30.0,0
473,014A6A2154,202408,13.04,17.39,66.7,97.13,0
474,014A6A2154,202409,0.0,21.74,100.0,121.74,0
475,014A6A2154,202410,0.0,21.74,0.0,21.74,0
476,014A6A2154,202411,4.55,13.64,100.0,118.19,0
477,014A6A2154,202412,0.0,11.11,0.0,11.11,0
478,01670CF403,202301,8.53,25.01,60.1,93.64,0
479,01670CF403,202302,6.72,24.53,53.9,85.15,0
480,01670CF403,202303,4.97,24.68,53.8,83.44999999999999,0
481,01670CF403,202304,6.33,24.05,53.6,83.98,0
482,01670CF403,202305,5.45,23.32,51.1,79.87,0
483,01670CF403,202306,5.76,22.94,52.1,80.80000000000001,0
484,01670CF403,202307,5.84,22.28,58.6,86.72,0
485,01670CF403,202308,5.39,22.25,52.5,80.14,0
486,01670CF403,202309,6.22,21.19,52.5,79.91,0
487,01670CF403,202310,7.73,21.02,49.2,77.95,0
488,01670CF403,202311,6.38,21.38,55.3,83.06,0
489,01670CF403,202312,8.27,21.7,49.6,79.57,0
490,01670CF403,202401,7.06,21.64,53.6,82.3,0
491,01670CF403,202402,6.31,21.3,52.1,79.71000000000001,0
492,01670CF403,202403,6.39,20.77,53.1,80.26,0
493,01670CF403,202404,5.92,20.93,53.2,80.05000000000001,0
494,01670CF403,202405,6.33,21.67,47.9,75.9,0
495,01670CF403,202406,6.06,21.73,52.1,79.89,0
